gene	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	SC_NH4_GAL_20181023
PDR16	-0.028257		-0.073999	0.400556	0.762176	0.0274	0.24247
YDR338C	0.005123	-0.091774	-0.033826	0.207806	0.439409	-0.031806	0.039623
SGE1	0.182861	-0.070574	-0.043572	0.289831	0.440055	0.146477	0.153392
MEI4	0.119788	-0.047473	-0.221043	0.39743	0.759951	0.222765	0.23138
YJL070C	0.271321	-0.286422	0.024502	0.176922	0.208631	0.379838	0.354644
YBP2	0.231534		-0.07093	0.223256		0.26374	0.077025
PAU4	0.166354	-0.216221	-0.036883	0.188698	0.234083	0.178343	0.038261
HFD1	0.14175	0.083239	-0.100658	0.252331	0.327301	0.015533	0.290224
MCP2	0.166046	-0.012764	-0.073886	0.214091	0.198419	0.027356	
RPS0B			-0.374301				0.961835
PET123	1.804418	-0.482731		1.709403	1.396366	0.808926	
SBP1	0.237598	-0.070254	-0.157886	0.193277			
UBX6				0.393065	0.241788	0.233152	0.457953
UBP11	0.205834	-0.154661	-0.060019	0.29043	0.197884	0.006767	0.454178
SHC1	-0.086133		0.02289	0.425508	0.299091	0.031343	0.093054
MTF1	-0.250243	-0.259942	-0.0359	1.454061	0.704087	0.244674	
BIT2		-0.218156	-0.006502		0.746556	0.298539	0.099853
GLO1	-0.543355	-0.377599	-0.135237	0.644206	0.457798	0.334956	0.049207
YFL040W	-0.050486	-0.281093	-0.013541	0.443572	0.104982	0.083404	0.12787
YPR003C	0.011725		-0.004953	0.374519	0.062073	0.170263	0.087284
DEP1	0.598795	0.220028	1.015874	0.673845	1.675182	-1.402734	2.609001
TCD2	0.177694		0.24143	0.401607	0.459205	-0.255617	0.757384
YML002W	0.124894		0.070224	0.175387	0.255283	-0.228165	0.434548
MAF1					0.413913		
ROG1	0.065132	-0.091173	0.070494	0.123777	0.173666	-0.156194	0.302995
RTT102	0.055058		0.054325			-0.270785	0.682117
MRPL8		0.420472	0.905854	0.944418	2.579715		
TRF5	0.345367	0.006499	0.125584	0.136325	0.345691	0.007621	0.53646
DXO1	0.438049		0.059792	0.353149	0.445198	-0.167512	0.798215
ARR1	0.790232	-0.109754	-0.009867	0.326932	0.284723		0.809357
YNL140C	0.641299	-0.142497	-0.165916	0.171613	0.414505	-0.206456	1.026337
HAA1	0.090986	0.104229	0.056456	0.262752	0.421767	0.003642	
AAP1	0.234834	0.19433	0.092616	0.337594	0.643619	-0.051528	0.611817
YPL162C	0.1969	0.133883	0.114468	0.266869	0.412231	-0.099986	0.310935
MIX17	0.13285	0.391911	0.245606	0.348025	0.555634	-0.184249	0.582636
YGL165C	0.398986	0.626893	0.002587	0.174146	0.489721	-0.105386	0.384737
YRM1	0.211274		-0.00844	0.14314	0.287869	-0.057395	0.126011
NFU1	0.508365	1.734215	1.020384	0.729967	0.900989	-0.380828	0.966522
YOR309C	1.093457	0.833636	0.750569	0.810765	1.380673	-1.236511	1.14268
IRC25	0.66373	0.576567	0.682166	0.038452	0.485151	-0.46694	0.770287
MSC3	0.129172	0.397078	0.102653	0.02981	0.392239	-0.300667	0.317492
AUS1		0.130655	0.032739	0.038347	0.264479	-0.213157	0.091069
ADI1	0.108961	0.268294	-0.165078	0.018947	0.398118	-0.420511	0.343125
ADD66	0.404159	0.01668	0.190785	-0.025259	0.372361	-0.211291	0.11996
LDH1	0.327178	0.048879	0.129893	0.076566	0.413592	-0.039412	0.225207
ALD5	0.462269	-0.178798	0.165756		0.546474	-0.073778	0.21684
ATF1	0.341685	-0.175758	0.243074	0.017168	0.58984	-0.080411	0.512812
RPS14A	0.597812	-0.099352	0.228088	-0.224186	0.701564	-0.269092	0.639363
HAT1	0.154343	-0.017042	0.108953	-0.044523	0.108719	0.007309	0.051732
NIT3	0.614055	0.045282	0.356529	-0.327892	0.22136	-0.068974	0.215863
DAK2	0.334992		0.207448	-0.168512	0.228849	0.19875	0.216236
RTC2	0.39014	0.28954	0.188096	-0.149103	0.28532	0.170676	0.14277
RPS17A	0.748266	1.190311	1.120901	-0.71554	1.408854		0.974397
SAW1	0.396012	0.198587	0.426455	-0.192973	0.671035	0.465973	0.379684
NGR1	0.682785	0.344028	0.512324	-0.399384	1.04964	0.419728	1.063985
IMG2	1.286016	1.126845	0.918885	-0.457871	1.62248	1.482761	1.498468
CRD1	1.993679	1.40494	1.198836		2.634883	1.361072	1.998288
ADY4	0.384788	0.274968	0.141222	-0.156671	0.482316	0.273972	0.430168
CUE2	0.430845	0.295578	0.324203	-0.023199	0.410549	0.203044	0.362461
RPL13B	2.640621	1.607762	2.287748	-0.540721	2.240975		2.066912
LOC1	2.33998	1.619672	2.652157	-0.552076			2.423909
CUL3	0.472792	0.391991			0.640434	0.127277	0.511985
MRPS16	1.346969	1.360716	1.611467	0.119778	1.996084	1.20252	1.852122
MFB1	1.50973	1.538206	1.681907	0.488514	2.61937	1.471008	1.447753
NGL3	0.408877		0.28895	0.003934	0.407573		0.421912
DON1	0.658164		0.361172	-0.037352	0.612986	0.19761	0.616806
MTL1	0.678755	0.244927	0.549469	-0.139742	0.738391	0.257937	0.823473
YER068C-A	1.583428	0.567026	1.630299	-0.45592	2.038304	1.082216	2.440966
MRPL23	1.515351	0.236205	1.552991	-0.383521	1.530531	0.436832	
LCL3	0.744954	0.079316	0.550155		0.528065	0.137709	0.825638
RPS24A	1.044041	0.603755	1.031669	-0.614229	1.387307	0.32114	2.506258
MAC1	0.911621	0.77419	0.561837	-0.595284	1.321525	0.118968	2.614453
MSE1	1.210118	0.570502	2.324365	-0.972387	2.381229	0.857255	
YJR015W	0.28486	0.018372	0.381986	-0.136588	0.462124	0.193078	0.744846
SIT4							0.526796
RPS21A	0.718355	0.268709	1.203392	-0.086009	1.203898	0.419439	1.562119
MTF2	0.542883	0.443453	0.892694	-0.193057	1.418797	0.158736	
MPC1					0.640908		1.677381
ATG9	0.493496	0.040352	0.364473	-0.174962	0.780919	0.602734	1.306839
YME1	0.461139	0.265025	0.273354	-0.529112	2.108689	0.125615	2.243806
NSR1	0.276129	0.057252	0.173804	-0.240388			0.828629
SPT4		0.229268		-0.625546	2.162263		2.203016
FUN19	0.156959	0.067511	0.237545		0.568602	0.253396	0.545956
FTR1		0.092532		-0.565617	1.069667	0.464251	
GEP7	0.074278	0.504886	0.730621	-0.445588	1.358795	0.536478	1.191549
MRPS35	0.440694	0.296477	1.353817	-0.204045	1.895294	0.054534	1.676142
GEP4		0.651407	2.67572	-0.522918	3.274024		2.896607
YBL094C	0.329829	-0.088143	0.21042	-0.042026	0.365663	0.317504	0.243201
YNR064C	0.242741	-0.037055	0.191093	-0.159385	0.435147	0.509979	0.466531
SDH5	0.429613	-0.098213	0.524374	-0.09432	1.061355	0.743965	0.881886
AMF1	0.140214	-0.026135	0.068018	-0.172316	0.202059	0.124144	0.228161
RSA3	0.123548	-0.056484	0.069216	-0.15504	0.205541	0.198478	0.133039
CBP1	0.022859	0.686397	0.927056	-1.2868	1.090568	0.767262	
FMP40	0.105967	0.100286	0.324898	-0.296751	0.403438	-0.024677	0.53499
FAP1	0.119741	0.247478	0.43668	-0.478155			
MSH6		0.545808	0.945238		1.147815	0.317664	1.374354
YLR402W	0.592247	-0.06368	0.820262	0.181231	0.875347	0.223035	2.105562
NFT1	0.102441				0.602155	-0.096817	0.878503
RGA2	0.374544	-0.079709	0.359374	-0.021152			
ARF3		0.02953	0.441069	-0.053411	0.248999	-0.174412	0.502056
YHR138C	0.090891	0.152063	0.826992	0.505861	0.402358	0.429238	0.182419
YNL109W	0.1567	0.246857	0.488243	0.196675	0.304336	0.416943	0.1899
HCR1	0.867422	1.250446	1.386675	0.970931	1.27823	1.906187	1.091087
SHE9	0.290357	0.76148	1.414132	1.016173	1.486744	1.153585	1.483041
YFL019C	0.296863	0.47375	1.019416	0.704147	0.890909	1.044846	0.880383
REE1	-0.013619	0.206648	1.003062	0.499654	0.850642	0.784722	0.882252
CAF16	0.023582	0.113176	0.525046	0.339772		0.741503	0.45486
RNH70	0.043789	0.171314		0.73566	0.852167	1.382388	0.57427
YOR008C-A	0.317614	0.383196	0.481745	0.267332	0.26354		0.812715
BZZ1	0.209119	0.247373	0.383904	0.17087	0.207056	0.741854	0.519046
ARK1	0.275138		0.553411	0.22803	0.247397	0.358064	0.612077
YHL012W	0.176615	-0.013152	0.2498	0.083715	0.065009	0.222427	0.27057
UME1	0.284081	0.041309	0.761894	0.284409	0.412532	0.855201	0.775052
YJL150W	0.341178	0.249705	0.635108	0.379481	0.482668	0.879698	0.934092
YLR177W	0.546968	0.315936	0.759835		1.07561	1.177578	1.385703
YOL107W	0.552011	0.246827	0.630824	0.47495	0.711143	0.838039	0.974423
DCG1	0.326399	0.165376	0.436638	0.508603	0.434374	0.481623	0.630384
OSW5	0.49244	0.341063	0.33362	0.601174	0.364744	0.504698	0.634049
YJL064W	0.638521	0.485423	0.63918	0.887839	0.814122	0.864448	0.764151
AFT2	0.644679	0.182103	0.580943	0.616299	0.513311		0.580735
PHO90	0.636887	0.293638	0.800519	0.66337	0.713911	0.868649	0.685046
HFM1	0.63322	0.33506	0.462782	0.422492	0.626327	0.739622	0.647038
YOL035C	0.463295		0.822046	0.746133	0.433009	0.841993	0.804559
YKL222C	0.346717	0.19359	0.547812	0.347592	0.187248	0.426254	0.390722
YHR125W	0.570173	0.207802		0.723976	0.251652	0.597964	0.629075
YKL031W	0.566021	0.661267	1.182039	0.438207	1.564713	1.389992	2.077368
ATP5	1.268481	1.389136	2.546589	1.014854	3.091346		
GLR1	0.381785	0.532062	0.887274	0.343114	1.373133	1.128899	1.359522
AVT7	0.218509		0.634047	0.049111	0.615871	0.627863	0.683812
YPR197C	0.125615	0.104355	0.433616	0.115232	0.519076	0.540721	0.710897
HXT10	0.268668	0.382711	0.78571	0.621838	1.098796	0.949702	1.223342
ECM1	0.1044	0.291452	0.71772	0.625196	0.968912	0.844021	1.498196
ENO1	0.0984	0.030711	0.308874	0.133415	0.334208	0.136219	0.447804
POT1	0.398244	0.227946	0.570716	0.397353	0.85302	0.358941	1.100605
SSK22	0.188533	0.097165	0.410231	0.227443	0.559559	0.353491	0.700214
RCF1		0.062301	0.528105	0.399046	0.971918	0.525558	1.227939
SHB17	0.44816	0.400367	0.459373	0.45344	0.63873	0.271391	0.638565
PUG1	0.372003		0.426893	0.366054	0.61891		0.687533
APT1	0.350717	0.429568	0.473571	0.478382	0.66083	0.347907	0.752374
YBR134W	0.640374	0.76397	0.918836	0.858286	1.526393	0.393796	1.556653
KTR7	0.284511	0.327329	0.290489	0.27357	0.420212	0.211844	0.621405
EDC1	0.164666	0.37121	0.27554	0.282068	0.746055	0.198944	0.84353
ISW2	0.601669	0.907567	1.011293	0.773088	1.756166	0.959513	2.248445
MTM1	1.541039	2.56409	1.756993	1.431994	3.596886	2.225523	
NDJ1		0.441061	0.285863	0.240729	0.714288	0.415771	1.07283
IDS2	0.378235		0.343769	0.319037	0.574243	0.336401	1.019614
GDS1		1.17962	1.177384	1.00167	2.040393	1.080562	3.440163
YJR120W	0.658156	0.769262	0.686969	0.132878	1.960646	0.805479	2.143338
GCN20	0.159547	0.1941	0.440419	0.13909	1.236067	0.674134	1.686042
GEP3	1.078312	0.585362	0.734278	1.11499	2.406464	1.522329	1.102038
AIM24	0.4616	0.436109	0.587082	0.592702	1.520889	0.857894	0.882224
SPO16	0.289295	0.291043	0.140432	0.270413	0.711177	0.53771	0.520899
BNA7	0.173546	0.047137	0.260526	0.256004	0.619732	0.648836	0.3399
YPR147C	0.169598	0.065656	0.200276	0.194297	0.315961	0.30152	0.174492
INA22	0.807115		0.979398	0.942226	1.735432	1.601873	1.240129
OXA1	1.097204	1.268931	1.048078	0.149313	2.605015	2.364668	
RPS6B	0.605642	0.94339	0.655052	0.412814	1.539842	1.143753	1.144099
IXR1	1.555776	1.375631	1.159941	0.564487	2.538708	1.955488	1.87879
MDM35	1.162602	0.643851	0.833412	0.410501	2.382945	1.536464	1.561305
UBX7	0.196873	0.102308	0.260987	0.026206	0.43067	0.298761	0.367627
MGR2	1.585158	1.262231	2.199508	0.909225	4.341963	2.021725	2.024721
MIC19	0.241556	0.241359	0.594647		1.103882	0.595913	0.502654
UBX5	0.119458	0.061711	0.248493	0.143755	0.491259	0.236228	0.323383
PPH21	0.323012	0.480929	0.709355	0.404525		0.447713	1.051159
YPR114W		0.231688	0.402266	0.166083	0.849982		0.562077
DIA4	0.859747	0.526998	0.309293	0.727807	2.20409	0.841292	
ATP20	1.089118	0.457441	0.136789	0.622679	1.992838	0.855889	1.811763
YGL082W	0.400699	0.17419	0.219558	0.64234	0.697302	0.251205	0.773647
GZF3	0.37506	0.182605	0.185141	0.500267	1.038532	0.243071	0.804381
YET2		0.063605	0.247144	0.414689	0.823004	0.173427	0.652295
MIC60		0.246162	0.621656	0.56263	1.416013	0.334276	1.165545
MHR1	1.448612	0.440623	1.314412	1.490307	2.087492	0.605677	0.895821
PTC5	0.239858	0.169477	0.402093	0.324747	0.514441	0.096263	0.294708
RRG9	0.659288	0.318752	0.996249	0.629722	1.15105	0.256769	
EMI1	1.451828	1.441126	2.061131	2.093553	2.372132	0.489123	1.946052
HSP78	0.613482	0.072366	0.445855	0.249739	1.047713	0.399503	0.627143
ATP10	2.554434	1.240266	2.129887	1.75268	2.725876	1.286942	2.213296
MSC6	0.314716	0.195931	0.240434	0.245647	0.358831	0.227727	0.254793
AYR1	0.476932		0.559159	0.321187	0.748501		0.687687
RPL31A	3.020448	1.264956	2.908461	1.63849			3.406685
YHR039C-B						0.544402	0.923611
ZDS1	0.739202	0.397226	0.94377	0.27945	0.998884	0.546105	0.992921
YJR038C	0.889824	0.271038	0.80286	0.378033	1.095846	0.450129	0.693941
YLR042C		0.23227	0.452086	0.353252	0.802765	0.253845	0.519604
YMR034C	0.293348	0.060182	0.358757	0.221598	0.572949	0.280767	0.255402
TVP18	0.210211	0.004955	0.467416		0.518881	0.306141	0.256935
RRG8	1.225965	-0.016013	1.282538	1.169621	1.362562	0.955521	1.228888
PIN3	0.489026	0.037751	0.395316	0.606351	0.607419	0.42553	0.41743
YMR074C	0.212892	0.077042	0.305834	0.410623	0.290142	0.284049	0.207832
DAL4	0.470124	0.298718	0.276735	0.241227	0.365913	0.057396	0.618143
GAS4	0.466891	0.161286	0.236794	0.244633	0.277096	0.011614	0.476704
BUD19	2.989507	1.528503	2.433176	0.876515			4.653182
OMS1	0.478096		0.392163	0.136722	0.547068	0.165431	0.667091
VHR1	0.931439	0.27067	0.537384	0.220565	0.737786	0.463836	0.98816
ATG13	0.443245	0.210692	0.204981	0.032697	0.213475	-0.057289	0.380653
AIM29	0.65474	1.101166	0.763834	0.027722	0.498916	0.133901	1.135138
YGL235W	0.302541	0.369387	0.373042		0.287582	0.063279	0.642607
AST1	0.235202		0.309182	0.11329	0.238092	0.094126	0.470283
PUF6	1.542907	1.035005	1.26564	0.58662	1.279243	0.574972	2.765152
OPI1	0.93991	0.665262	1.243283	0.413481	1.135763	0.40022	2.367967
YLR434C	0.403566	0.528261	0.470533	0.293272	0.226008	0.15795	0.923007
COQ6	1.015333	0.967502	0.925916	0.621834	0.561396	0.497307	2.185314
MSO1	0.603769		0.661907	0.252986	0.190387	0.17813	1.176317
RPL12B	2.381069	1.934188	3.346625	-0.540052	1.965641	0.603141	4.920763
YDR417C	3.209788	2.298777	2.654572	-0.435349	2.74919	1.111293	4.817584
PPE1	0.350508	0.447998	0.484478	-0.106366	0.46094	0.41617	1.112512
GSM1	0.454555	0.302886			0.249711	0.207461	0.789612
FUN30		0.892286	0.684724	0.052435	0.751152	0.570483	2.065523
CUP9	0.594582		0.627952	0.123189	0.405093	0.2603	0.364858
THI7	0.595505	0.303122	0.550386	0.253493	0.344108	0.152082	0.287574
PIB2	1.449078	1.175133	1.376244	0.356706	0.484378	0.602903	0.785741
RPL12A	2.053109	2.171723	1.837695	1.042714	1.313207		1.278945
RPL26B	0.790947	0.698153	0.827098	0.489638	0.490246	0.296514	0.632679
RTC6	0.559293	0.324142	0.581638		0.341388	0.499974	0.303365
RPL11B	1.411497	0.706584	1.672118	0.339806	0.875957		0.63351
LCB3	0.937459		1.152229	0.593762	0.51314	0.524143	0.436069
CGR1	1.482605	0.930157	1.4193	0.963666	0.68159	0.812591	1.495602
SLK19	1.45786		1.179477	0.769356	0.681879	0.683322	1.519527
HRD1	1.153087	0.835092	0.79801	0.366442	0.49678	0.626187	0.888516
MIR1	1.928018	2.40356	1.68635	0.685372	1.449708	1.29188	2.369797
CWC15	1.309308	0.812282	1.533748	0.860787	1.083385	0.996477	1.454436
RRD2	1.481777	1.18633	1.649811	1.160499	1.187127	0.704536	1.784761
YLR282C	0.741058	0.494668	0.833354	0.442891	0.620009	0.270167	0.806077
YPK3	0.832125	0.815882	1.158724	0.5162	0.916784	0.587257	1.051919
JJJ1	1.444858	1.371403	1.837549	0.599376	1.272234		1.913593
ICP55	0.548123	0.448112	0.796422	0.20742	0.621217	0.140128	0.684301
RPS10B	1.279314	0.915741	1.253506	0.471054	0.923775	0.171823	1.174572
TRM11	0.703363	0.542201	0.61383	0.179522	0.587569	0.157604	0.544369
SPO12	1.412252	1.213777	1.388606	0.648523	1.265703	0.429678	1.203917
HAP3	1.670367	0.9111	1.355907	0.231924	0.915675	0.437328	1.217793
IPT1	1.138884	0.652767	0.923111	0.238552	0.432784	0.267572	1.01483
YOR139C							1.380524
DDI3			0.395561	0.12902	0.23735	0.129425	0.521649
YLR415C	0.557755	0.528745	0.620344	0.073281	0.382041	0.083503	0.682687
SIS2	1.355883			0.94474	1.407682	1.050694	3.129795
LTV1		0.349624	0.443747	0.110621			0.4156
YNL226W		1.611274	2.321904	0.480721	1.011438	0.518707	1.871273
VTC2	0.479716	0.19087	0.699541	0.232577	0.438167	-0.01594	
LPP1	0.528374	0.137925	0.51289	0.100746	0.406936	0.005899	0.433817
MRP20	1.118323	0.417747	1.247218	0.735088	1.43932	-0.364164	
YBR137W		0.080665	0.177895	0.129916	0.203642	-0.039039	0.298739
YHR080C	0.398284	0.658765	0.146973	0.435525	0.517171	0.136452	0.948164
RIM13	0.351384	0.433777	0.48408	0.796355	0.534848	0.139338	1.110324
RIT1	0.924616	1.020161	0.889825	1.3344	1.166171	0.535409	2.358298
PET100	1.103295	0.854899		1.128703	0.996744	0.484668	
YCR049C	0.324876		0.101331	0.346861	0.278367	0.135655	0.526484
YOR331C							0.106105
SWC7	0.367572	0.234247	0.016005	0.379862	0.355833	0.237503	0.802161
RPL20A	1.331561	1.683839	0.75859	0.571138	1.301616	0.178107	1.841688
PUS7	0.865511	0.819214	0.511727	0.738391	0.898062	-0.098825	1.231983
VBA4	0.376534	0.447483	0.148034	0.375496	0.209824	0.200736	0.494483
DCN1	0.443031	0.631966	0.474885	0.4991	0.150435	0.171831	0.673246
ARG80	0.328859	0.511561	0.36004	0.575929	0.484831	0.113284	0.425327
YEL014C		0.438473	0.276814	0.461679	0.192062	0.07898	0.346766
PHM6	0.080515	0.430969	0.176518	0.258372	0.270515	0.192697	0.355229
NBP2	-0.00822	1.345035	2.117731	0.807236	0.082775	0.629653	2.386047
PMT1	0.047837	0.157684	0.477652	-0.064024			
YBR284W		0.164932	0.513154		0.105887	0.045002	0.418169
ARE1	0.219439	0.26167	0.59842	0.228177			
MRP13		0.186287	0.423204		0.131141	0.146155	0.618143
SSF2	0.213838	0.198268	0.441941		0.113334	0.132428	0.361535
UIP4		0.143251	0.412598	0.128458	0.101429	0.072179	0.335218
YGR035C	0.173978	0.282234	0.341948	0.016916	0.577273	0.101422	0.136822
EXO5	1.28203	0.944924	1.57242	0.484003	2.207576	-0.238385	1.022959
MDM30	1.187569	0.718783	0.790128	0.584265	1.334055	0.075716	0.528149
BUG1	1.542087		1.056656		2.584952	1.126459	1.467381
NAM8		0.249736	0.709603	0.136779			
YIL054W	0.323698	0.775397		0.432009	0.617993	0.287936	0.315
DBP3	1.214352	0.306789	0.741186	0.622892	0.834912	0.750229	0.7365
YGR219W	2.329373	-0.381292	0.913476	1.166471	1.408946	1.689954	
PMT7	1.009168		0.243929	0.519594	0.677265	0.6379	0.518351
YNL184C	0.96878	0.137006	0.326695	0.460983	0.418628	0.773305	0.301224
SDH8	0.804761	0.073657	0.335432	0.234769	0.717991	0.357066	0.299882
MSS51	1.411554	0.314056	0.099002	0.724352	1.165277	0.857891	0.743623
KTR3	0.591384	0.299425	0.240511	0.419152	0.644047	0.327669	0.410108
CCE1	1.208393	0.456346	0.452206	0.794245	1.183862	0.710989	0.59575
POM34	0.54063	0.365571	0.230685	0.104509	0.545994	0.50845	0.387262
YMR114C	0.479832	0.307363	0.227508	0.168741	0.395657	0.423232	0.191147
ATG5	0.67793		0.454625	0.20469	0.581029	0.459965	0.417169
FZO1		1.184493	1.504067	0.565111	1.825382	1.383644	
QRI5	1.718952	1.143124	1.657947	0.809852	2.06644	2.135066	0.767389
PPA2	1.21104	0.882124	0.80499	0.877897	1.667057	0.923847	0.404587
IMP1	0.811547	0.606863		0.320577	0.681482	0.471713	0.332689
BUD7	1.057356		0.939286	0.468479	0.840825	0.420133	0.375908
ATP18	0.920711	0.869203	0.847475	0.280979	0.761114	0.588428	0.235325
MBP1	0.830958		0.7956	0.551795	0.828935	0.63259	0.210739
LDS1			0.265631	0.207799	0.270315	0.239631	0.082264
MRP49	0.322959	0.646484	0.124445	0.287698	1.628274	0.90435	0.545338
ACF2	0.621342	0.620425	-0.000874	0.186803	0.816468	0.347664	0.300477
YMR221C	0.489572	0.357175	0.149533	0.114084	0.856551	0.379519	0.407543
YSC83	0.244836	0.529713	0.249015	0.301724	0.398654	0.426076	0.262257
HRT3	0.204418	0.388036	0.15316	0.156974	0.433624	0.236877	0.19453
PXA1	0.414582	0.629664		0.16529	0.810276	0.396417	0.244365
EFM1	0.347444	0.495747	0.377441	0.253103	0.590828	0.316312	0.211567
YNL024C	0.330464		0.074939	0.303297	0.5569	0.399184	0.199938
YGL088W							0.526796
ECM31		0.629199	0.116404	0.483847	0.91593	0.721161	0.460444
YOR263C	0.376597	0.539973	0.208249	0.268203	0.677	0.595832	0.368094
ATG27	0.628427	0.371344	-0.013915	0.253414	0.614335	0.196678	0.501956
YIL015C-A	0.457501	0.237822	0.14533	0.108834	0.350098	0.137545	0.182946
YPL136W	0.727669	0.359578	0.211411	0.071768	0.532475	0.083221	0.379179
RPS19A	1.294018	0.729552	0.596762	0.276681	0.98697	0.263843	0.954637
YPL034W	0.40532	0.475523	0.154137	0.227698	0.503727	0.115196	0.233974
MTG1		2.139299	1.373407	1.635618	2.540142	0.354988	1.57118
FMT1	0.761425	0.507269	0.020804	0.13	0.375693	-0.003778	0.004258
RRP8	1.202979	0.710834	0.482031	0.244081	0.759957	0.013688	0.359911
RPL43B	1.482932	0.875715	0.755763	0.257206	0.881981	0.154813	0.302647
APP1	1.07151		0.368956	0.174765	0.485082	0.051343	0.250963
RTK1		0.578656	0.226828	0.12059	0.404518	0.032636	0.222062
RMD1	0.726388	0.516097	0.235077	0.172654	0.508485		0.075836
PTH1	1.872039		0.548645		1.106551	1.142832	0.293664
RAI1		0.749703	0.406465	0.111068			0.243623
YLR366W	0.330574	-0.027307	0.533758	0.541463	0.199083	0.174389	0.247006
RAD2	0.720901	0.081849	0.568723	0.415433	0.201703	0.546956	0.379408
YGL218W	0.85434	0.202417	1.145867	0.416436	-0.040499		0.80969
YFL054C	0.397808	0.017641	0.460633		0.067132	0.234292	0.245676
POC4	1.059885	-0.01	1.10335	0.465217	0.162557	0.559094	0.737273
MGA1	0.309471	0.042031	0.446725	0.247716	0.220048	0.197514	0.317318
YKU70	0.702398	-0.004392	1.055978	0.231136	0.395302	0.280822	0.688393
YBL028C	0.288837		0.489984	0.050198	0.174509	0.254659	0.205071
DYN2		-0.013089	0.33364	-0.032462	0.113051	0.110855	0.093553
OGG1	0.439791	0.399965	1.166529	0.031188	0.568123	0.864062	
YDR340W	0.444193					0.661151	0.009675
SPS18	0.355744	0.161234	0.395795	0.153414			
MEC3			0.682926	0.234552	0.244625		1.614898
MRH4	1.16244	0.400001	0.975954	-0.035603	0.465055	0.681532	1.340346
YDL186W	0.484549	0.028115	0.234506	0.029065	0.164189	0.249246	0.341943
YJL067W	0.336504	0.041555	0.395357	-0.040397	0.319837	0.492316	0.471294
YML122C	0.503568	0.129569	0.543123	-0.080031	0.349304	0.543454	0.522895
YIL163C	0.370451	0.194193	0.387077	-0.085183	0.188207	0.635918	0.453817
HPA3	0.039198	-0.153803	0.113864	0.118242	0.135318	-0.034573	0.172698
PCL8	0.081474	-0.112776	0.181103	0.066624	0.288073	-0.00095	0.150564
AKR2	0.150871	-0.196469	0.135446	0.66272	0.346505	0.004365	0.41404
BAG7	0.215829	-0.152283	0.064651	0.59094	0.502574	0.144813	0.380448
CIN1	0.344064	-0.294648	0.25626	0.285985	0.473416	0.170021	0.378791
ALB1	0.522628	-0.168717	0.18281	0.39299	0.699773	0.226655	0.386741
SQS1	0.459658	-0.239895	0.316179	0.38751	0.46934	0.247062	0.284113
SPR1	0.426866		0.349122	0.603814	0.74424	0.356316	0.208954
COX10		-0.442903	0.496586	0.816068	1.079617	0.726376	
YJR111C	0.266094	-0.129731	0.404339	0.423665	0.461987	0.140176	0.442331
SDH1	0.598094	-0.113371	0.549095	0.700441	0.605096	0.125358	0.630674
